date,Host,Service,message
2021-12-02T18:35:00.420Z,gke-platform-prod-cluster-np-01-bffac76f-4zlo.c.platform-prod-399563.internal,video_ingestion_service:celery,"Task kaltura.tasks.wait_for_transcripts[a3e075a8-74fc-401a-b715-3b76b96b0903] raised unexpected: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T18:35:00.158Z,gke-platform-prod-cluster-np-01-3fe7d044-jc3w.c.platform-prod-399563.internal,video_ingestion_service:celery,"Task kaltura.tasks.check_processing_submissions[42939267-f294-4c71-b018-7d6e3b9b399a] raised unexpected: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T18:34:15.627Z,gke-platform-prod-clus-np-preemptible-86705b90-gsm1.c.platform-prod-399563.internal,video_ingestion_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T18:34:05.134Z,gke-platform-prod-clus-np-preemptible-86705b90-gsm1.c.platform-prod-399563.internal,video_ingestion_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T18:25:00.216Z,gke-platform-prod-cluster-np-01-d54e11d6-opuj.c.platform-prod-399563.internal,transcription_service:celery,"Task transcriptions.tasks.add_captions[3d29c3c9-c397-4a78-bbf5-6cee1d88dd67] raised unexpected: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T18:11:34.200Z,gke-platform-prod-clus-np-preemptible-c4954949-rkfw.c.platform-prod-399563.internal,stork:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:43:05.607Z,gke-platform-prod-clus-np-preemptible-c4954949-rkfw.c.platform-prod-399563.internal,library_distribution_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:16:17.748Z,gke-platform-prod-clus-np-preemptible-c4954949-rkfw.c.platform-prod-399563.internal,epub_data_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:16:07.998Z,gke-platform-prod-cluster-np-01-bffac76f-cswp.c.platform-prod-399563.internal,epub_data_service:content,"{""asctime"": ""2021-12-02T17:16:07.488"", ""module"": ""log"", ""levelname"": ""ERROR"", ""message"": ""Internal Server Error: /api/v2/epubs/urn:orm:book:9781839216541/files/Text/Chapter_6.xhtml"", ""exc_info"": ""Traceback (most recent call last):
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py\"", line 173, in __get__
    rel_obj = self.field.get_cached_value(instance)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/mixins.py\"", line 15, in get_cached_value
    return instance._state.fields_cache[cache_name]
KeyError: 'epub_archive'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 84, in _execute
    return self.cursor.execute(sql, params)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 112, in execute
    return self._trace_method(self.__wrapped__.execute, self._self_datadog_name, query, {}, query, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/psycopg/patch.py\"", line 59, in _trace_method
    return super(Psycopg2TracedCursor, self)._trace_method(method, name, resource, extra_tags, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 75, in _trace_method
    return method(*args, **kwargs)
psycopg2.errors.AdminShutdown: terminating connection due to administrator command
SSL connection has been closed unexpectedly


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File \""/usr/local/lib/python3.10/site-packages/django/core/handlers/exception.py\"", line 47, in inner
    response = get_response(request)
  File \""/usr/local/lib/python3.10/site-packages/django/core/handlers/base.py\"", line 181, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File \""/usr/local/lib/python3.10/site-packages/sentry_sdk/integrations/django/views.py\"", line 67, in sentry_wrapped_callback
    return callback(request, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/trace_utils.py\"", line 162, in wrapper
    return func(mod, pin, wrapped, instance, args, kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/django/patch.py\"", line 213, in wrapped
    return func(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/django/views/decorators/csrf.py\"", line 54, in wrapped_view
    return view_func(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/viewsets.py\"", line 125, in view
    return self.dispatch(request, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/trace_utils.py\"", line 162, in wrapper
    return func(mod, pin, wrapped, instance, args, kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/django/patch.py\"", line 213, in wrapped
    return func(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 509, in dispatch
    response = self.handle_exception(exc)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/trace_utils.py\"", line 162, in wrapper
    return func(mod, pin, wrapped, instance, args, kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/django/restframework.py\"", line 19, in _traced_handle_exception
    return wrapped(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 480, in raise_uncaught_exception
    raise exc
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File \""/orm/service/./api/viewsets.py\"", line 168, in content
    response = HttpResponse(content, content_type=media_type)
  File \""/usr/local/lib/python3.10/site-packages/django/http/response.py\"", line 331, in __init__
    self.content = content
  File \""/usr/local/lib/python3.10/site-packages/django/http/response.py\"", line 364, in content
    content = self.make_bytes(value)
  File \""/usr/local/lib/python3.10/site-packages/django/http/response.py\"", line 276, in make_bytes
    return str(value).encode(self.charset)
  File \""/usr/local/lib/python3.10/site-packages/epub/chapter.py\"", line 121, in __str__
    body = self.render_content()
  File \""/usr/local/lib/python3.10/site-packages/epub/chapter.py\"", line 111, in render_content
    self.apply_transforms()
  File \""/usr/local/lib/python3.10/site-packages/epub/chapter.py\"", line 98, in apply_transforms
    method()
  File \""/orm/service/./epubs/content_processors.py\"", line 104, in rewrite_src_transform
    chapter.epub_archive.epub_files.filter(full_path__in=path_mapping.values()).values(
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py\"", line 187, in __get__
    rel_obj = self.get_object(instance)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py\"", line 154, in get_object
    return qs.get(self.field.get_reverse_related_filter(instance))
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 431, in get
    num = len(clone)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 262, in __len__
    self._fetch_all()
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 1324, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 51, in __iter__
    results = compiler.execute_sql(chunked_fetch=self.chunked_fetch, chunk_size=self.chunk_size)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/sql/compiler.py\"", line 1175, in execute_sql
    cursor.execute(sql, params)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 112, in execute
    return self._trace_method(self.__wrapped__.execute, self._self_datadog_name, query, {}, query, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/psycopg/patch.py\"", line 59, in _trace_method
    return super(Psycopg2TracedCursor, self)._trace_method(method, name, resource, extra_tags, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 75, in _trace_method
    return method(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/sentry_sdk/integrations/django/__init__.py\"", line 500, in execute
    return real_execute(self, sql, params)
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 66, in execute
    return self._execute_with_wrappers(sql, params, many=False, executor=self._execute)
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 75, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 79, in _execute
    with self.db.wrap_database_errors:
  File \""/usr/local/lib/python3.10/site-packages/django/db/utils.py\"", line 90, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 84, in _execute
    return self.cursor.execute(sql, params)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 112, in execute
    return self._trace_method(self.__wrapped__.execute, self._self_datadog_name, query, {}, query, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/psycopg/patch.py\"", line 59, in _trace_method
    return super(Psycopg2TracedCursor, self)._trace_method(method, name, resource, extra_tags, *args, *{""asctime"":""2021-12-02T17:16:07+0000"", ""message"":""[pid: 8|app: 0|req: 397/754] 119.247.31.74 () {102 vars in 4744 bytes} [Thu Dec  2 17:16:06 2021] GET /api/v2/epubs/urn:orm:book:9781484251362/files/images/336364_2_En_6_Chapter/336364_2_En_6_Fig20_HTML.jpg => generated 145 bytes in 495 msecs (HTTP/1.1 500) 7 headers in 233 bytes (1 switches on core 0)""}"
2021-12-02T17:16:07.642Z,gke-platform-prod-clus-np-preemptible-c4954949-rkfw.c.platform-prod-399563.internal,epub_data_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:16:07.468Z,gke-platform-prod-cluster-np-01-d54e11d6-etk7.c.platform-prod-399563.internal,epub_data_service:content,"{""asctime"": ""2021-12-02T17:16:07.191"", ""module"": ""log"", ""levelname"": ""ERROR"", ""message"": ""Internal Server Error: /api/v2/epubs/urn:orm:book:9781788835466/files/f6d7a7be-d6b8-40ca-9839-b161055554e9.xhtml"", ""exc_info"": ""Traceback (most recent call last):
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py\"", line 173, in __get__
    rel_obj = self.field.get_cached_value(instance)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/mixins.py\"", line 15, in get_cached_value
    return instance._state.fields_cache[cache_name]
KeyError: 'epub_archive'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 84, in _execute
    return self.cursor.execute(sql, params)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 112, in execute
    return self._trace_method(self.__wrapped__.execute, self._self_datadog_name, query, {}, query, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/psycopg/patch.py\"", line 59, in _trace_method
    return super(Psycopg2TracedCursor, self)._trace_method(method, name, resource, extra_tags, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 75, in _trace_method
    return method(*args, **kwargs)
psycopg2.errors.AdminShutdown: terminating connection due to administrator command
SSL connection has been closed unexpectedly


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File \""/usr/local/lib/python3.10/site-packages/django/core/handlers/exception.py\"", line 47, in inner
    response = get_response(request)
  File \""/usr/local/lib/python3.10/site-packages/django/core/handlers/base.py\"", line 181, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File \""/usr/local/lib/python3.10/site-packages/sentry_sdk/integrations/django/views.py\"", line 67, in sentry_wrapped_callback
    return callback(request, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/trace_utils.py\"", line 162, in wrapper
    return func(mod, pin, wrapped, instance, args, kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/django/patch.py\"", line 213, in wrapped
    return func(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/django/views/decorators/csrf.py\"", line 54, in wrapped_view
    return view_func(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/viewsets.py\"", line 125, in view
    return self.dispatch(request, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/trace_utils.py\"", line 162, in wrapper
    return func(mod, pin, wrapped, instance, args, kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/django/patch.py\"", line 213, in wrapped
    return func(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 509, in dispatch
    response = self.handle_exception(exc)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/trace_utils.py\"", line 162, in wrapper
    return func(mod, pin, wrapped, instance, args, kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/django/restframework.py\"", line 19, in _traced_handle_exception
    return wrapped(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 469, in handle_exception
    self.raise_uncaught_exception(exc)
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 480, in raise_uncaught_exception
    raise exc
  File \""/usr/local/lib/python3.10/site-packages/rest_framework/views.py\"", line 506, in dispatch
    response = handler(request, *args, **kwargs)
  File \""/orm/service/./api/viewsets.py\"", line 168, in content
    response = HttpResponse(content, content_type=media_type)
  File \""/usr/local/lib/python3.10/site-packages/django/http/response.py\"", line 331, in __init__
    self.content = content
  File \""/usr/local/lib/python3.10/site-packages/django/http/response.py\"", line 364, in content
    content = self.make_bytes(value)
  File \""/usr/local/lib/python3.10/site-packages/django/http/response.py\"", line 276, in make_bytes
    return str(value).encode(self.charset)
  File \""/usr/local/lib/python3.10/site-packages/epub/chapter.py\"", line 121, in __str__
    body = self.render_content()
  File \""/usr/local/lib/python3.10/site-packages/epub/chapter.py\"", line 111, in render_content
    self.apply_transforms()
  File \""/usr/local/lib/python3.10/site-packages/epub/chapter.py\"", line 98, in apply_transforms
    method()
  File \""/orm/service/./epubs/content_processors.py\"", line 104, in rewrite_src_transform
    chapter.epub_archive.epub_files.filter(full_path__in=path_mapping.values()).values(
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py\"", line 187, in __get__
    rel_obj = self.get_object(instance)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/fields/related_descriptors.py\"", line 154, in get_object
    return qs.get(self.field.get_reverse_related_filter(instance))
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 431, in get
    num = len(clone)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 262, in __len__
    self._fetch_all()
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 1324, in _fetch_all
    self._result_cache = list(self._iterable_class(self))
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/query.py\"", line 51, in __iter__
    results = compiler.execute_sql(chunked_fetch=self.chunked_fetch, chunk_size=self.chunk_size)
  File \""/usr/local/lib/python3.10/site-packages/django/db/models/sql/compiler.py\"", line 1175, in execute_sql
    cursor.execute(sql, params)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 112, in execute
    return self._trace_method(self.__wrapped__.execute, self._self_datadog_name, query, {}, query, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/psycopg/patch.py\"", line 59, in _trace_method
    return super(Psycopg2TracedCursor, self)._trace_method(method, name, resource, extra_tags, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 75, in _trace_method
    return method(*args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/sentry_sdk/integrations/django/__init__.py\"", line 500, in execute
    return real_execute(self, sql, params)
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 66, in execute
    return self._execute_with_wrappers(sql, params, many=False, executor=self._execute)
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 75, in _execute_with_wrappers
    return executor(sql, params, many, context)
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 79, in _execute
    with self.db.wrap_database_errors:
  File \""/usr/local/lib/python3.10/site-packages/django/db/utils.py\"", line 90, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File \""/usr/local/lib/python3.10/site-packages/django/db/backends/utils.py\"", line 84, in _execute
    return self.cursor.execute(sql, params)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/dbapi/__init__.py\"", line 112, in execute
    return self._trace_method(self.__wrapped__.execute, self._self_datadog_name, query, {}, query, *args, **kwargs)
  File \""/usr/local/lib/python3.10/site-packages/ddtrace/contrib/psycopg/patch.py\"", line 59, in _trace_method
    return super(Psycopg2TracedCursor, self)._trace_method(method, name, resource{""asctime"":""2021-12-02T17:16:07+0000"", ""message"":""[pid: 8|app: 0|req: 3145/6033] 194.166.216.203 () {110 vars in 5289 bytes} [Thu Dec  2 17:16:06 2021] GET /api/v2/epubs/urn:orm:book:9781788835466/files/f6d7a7be-d6b8-40ca-9839-b161055554e9.xhtml => generated 145 bytes in 399 msecs (HTTP/1.1 500) 7 headers in 224 bytes (1 switches on core 0)""}"
2021-12-02T17:13:31.304Z,gke-platform-prod-clus-np-preemptible-86705b90-gsm1.c.platform-prod-399563.internal,cowbird:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:13:21.108Z,gke-platform-prod-clus-np-preemptible-86705b90-gsm1.c.platform-prod-399563.internal,cowbird:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:05:10.350Z,gke-platform-prod-clus-np-preemptible-c4954949-rkfw.c.platform-prod-399563.internal,content_submission_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T17:04:59.997Z,gke-platform-prod-clus-np-preemptible-c4954949-rkfw.c.platform-prod-399563.internal,content_submission_service:celerybeat,"Database gave error: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T16:59:00.048Z,gke-platform-prod-clus-np-preemptible-3d7a4575-lq4w.c.platform-prod-399563.internal,content_metabase:metabase,Caused by: org.postgresql.util.PSQLException: FATAL: terminating connection due to administrator command
2021-12-02T16:59:00.048Z,gke-platform-prod-clus-np-preemptible-3d7a4575-lq4w.c.platform-prod-399563.internal,content_metabase:metabase,org.quartz.JobPersistenceException: Failure identifying failed instances when checking-in: FATAL: terminating connection due to administrator command [See nested exception: org.postgresql.util.PSQLException: FATAL: terminating connection due to administrator command]
2021-12-02T16:59:00.048Z,gke-platform-prod-clus-np-preemptible-3d7a4575-lq4w.c.platform-prod-399563.internal,content_metabase:metabase,"2021-12-02 16:58:59,836 ERROR jdbcjobstore.JobStoreTX :: ClusterManager: Error managing cluster: Failure identifying failed instances when checking-in: FATAL: terminating connection due to administrator command"
2021-12-02T16:58:22.043Z,gke-platform-prod-clus-np-preemptible-3d7a4575-lq4w.c.platform-prod-399563.internal,content_metabase:metabase,Caused by: org.postgresql.util.PSQLException: FATAL: terminating connection due to administrator command
2021-12-02T16:58:22.043Z,gke-platform-prod-clus-np-preemptible-3d7a4575-lq4w.c.platform-prod-399563.internal,content_metabase:metabase,org.quartz.JobPersistenceException: Failure identifying failed instances when checking-in: FATAL: terminating connection due to administrator command [See nested exception: org.postgresql.util.PSQLException: FATAL: terminating connection due to administrator command]
2021-12-02T16:58:22.043Z,gke-platform-prod-clus-np-preemptible-3d7a4575-lq4w.c.platform-prod-399563.internal,content_metabase:metabase,"2021-12-02 16:58:21,888 ERROR jdbcjobstore.JobStoreTX :: ClusterManager: Error managing cluster: Failure identifying failed instances when checking-in: FATAL: terminating connection due to administrator command"
2021-12-02T16:38:27.727Z,gke-platform-prod-cluster-np-01-d54e11d6-p4tu.c.platform-prod-399563.internal,live_event_user_registration_service:celery,"Task live_event_user_registration_service.tasks.update_or_delete_registration[1f06abb5-ffc4-4bed-87a7-fa506c678301] raised unexpected: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
2021-12-02T16:38:15.999Z,gke-platform-prod-cluster-np-01-d54e11d6-p4tu.c.platform-prod-399563.internal,live_event_user_registration_service:celery,"Task live_event_user_registration_service.tasks.update_or_delete_registration[da194406-47cc-4c3b-a322-d0d3fb75326c] raised unexpected: OperationalError('terminating connection due to administrator command
SSL connection has been closed unexpectedly
')"
